506	413
507	367
508	348
509	360
510	349
511	349
512	351
513	370
514	348
515	337
516	351
517	327
518	295
519	296
520	286
521	257
522	270
523	276
524	235
525	222
526	227
527	204
528	213
529	243
530	250
531	246
532	259
533	260
534	223
535	202
536	200
537	172
538	151
539	154
540	142
541	141
542	178
543	181
544	163
545	169
546	179
547	155
548	161
549	184
550	173
551	153
552	174
553	167
554	156
555	174
556	175
557	181
558	207
559	238
560	229
561	237
562	262
563	255
564	240
565	251
566	256
567	237
568	235
569	249
570	255
571	290
572	315
573	324
574	321
575	312
576	314
577	273
578	259
579	268
580	266
581	277
582	309
583	318
584	328
585	347
586	337
587	329
588	349
589	363
590	361
591	348
592	348
593	345
594	360
595	364
596	354
597	352
598	340
599	337
600	312
601	300
602	315
603	318
604	313
605	324
606	327
607	337
608	337
609	338
610	332
611	323
612	313
613	303
614	301
615	309
616	299
617	299
618	315
619	331
620	327
621	319
622	313
623	287
624	282
625	281
626	270
627	268
628	270
629	264
630	259
631	265
632	261
633	244
634	222
635	218
636	192
637	156
638	151
639	140
640	132
641	139
642	158
643	144
644	155
645	161
646	142
647	134
648	128
649	120
650	107
651	102
652	98
653	71
654	50
655	48
656	39
657	42
658	55
659	54
660	60
661	85
662	93
663	87
664	82
665	87
666	68
667	54
668	73
669	68
670	58
671	66
672	62
673	53
674	48
675	57
676	56
677	63
678	80
679	82
680	81
681	92
682	85
683	68
684	71
685	70
686	66
687	75
688	86
689	87
690	85
691	94
692	75
693	75
694	85
695	94
696	95
697	99
698	98
699	78
700	73
701	96
702	96
703	92
704	118
705	128
706	122
707	117
708	127
709	100
710	92
711	96
712	98
713	116
714	115
715	112
716	100
717	103
718	109
719	89
720	84
721	93
722	84
723	80
724	84
725	86
726	90
727	100
728	113
729	109
730	103
731	117
732	112
733	91
734	79
735	64
736	59
737	61
738	56
739	56
740	69
741	86
742	91
743	92
744	98
745	85
746	73
747	68
748	66
749	55
750	59
751	64
752	57
753	49
754	58
755	58
756	53
757	52
758	47
759	36
760	27
761	28
762	22
763	27
764	33
765	24
766	23
767	23
768	16
769	3
770	5
771	5
772	6
773	6
774	5
775	3
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
